"gender","NationalITy","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","raisedhands","VisITedResources","AnnouncementsView","Discussion","ParentAnsweringSurvey","ParentschoolSatisfaction","StudentAbsenceDays","Class"
"M","Iraq","Iraq","MiddleSchool","G-08","A","Geology","S","Father","\'(70-80]\'","\'(80-90]\'","\'(80-90]\'","\'(70-80]\'","Yes","Good","Above-7","M"
"M","Iraq","Iraq","MiddleSchool","G-08","A","History","F","Father","\'(70-80]\'","\'(80-90]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Above-7","M"
"M","Iraq","Iraq","MiddleSchool","G-08","A","History","S","Father","\'(60-70]\'","\'(70-80]\'","\'(80-90]\'","\'(90-100]\'","Yes","Good","Above-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","F","Mum","\'(80-90]\'","\'(90-100)\'","\'(40-50]\'","\'(90-100]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","S","Mum","\'(80-90]\'","\'(90-100)\'","\'(40-50]\'","\'(90-100]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","F","Mum","\'(70-80]\'","\'(80-90]\'","\'(60-70]\'","\'(50-60]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Mum","\'(80-90]\'","\'(90-100)\'","\'(60-70]\'","\'(60-70]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","F","Father","\'(10-20]\'","\'(0-10]\'","\'(10-20]\'","\'(80-90]\'","No","Bad","Above-7","L"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","S","Father","\'(0-10]\'","\'(0-10]\'","\'(10-20]\'","\'(80-90]\'","No","Bad","Above-7","L"
"M","Palestine","Jordan","MiddleSchool","G-08","A","History","F","Father","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","\'(40-50]\'","Yes","Good","Under-7","M"
"M","Palestine","Jordan","MiddleSchool","G-08","A","History","S","Father","\'(70-80]\'","\'(80-90]\'","\'(70-80]\'","\'(50-60]\'","Yes","Good","Under-7","M"
"M","Palestine","Palestine","MiddleSchool","G-08","A","Geology","F","Father","\'(70-80]\'","\'(80-90]\'","\'(70-80]\'","\'(60-70]\'","Yes","Good","Under-7","M"
"M","Palestine","Palestine","MiddleSchool","G-08","A","Geology","S","Father","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","\'(70-80]\'","Yes","Good","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","F","Father","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","No","Bad","Above-7","L"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","S","Father","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","No","Bad","Above-7","L"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","F","Father","\'(40-50]\'","\'(70-80]\'","\'(10-20]\'","\'(20-30]\'","No","Bad","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Father","\'(50-60]\'","\'(70-80]\'","\'(20-30]\'","\'(20-30]\'","No","Bad","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","A","History","F","Father","\'(20-30]\'","\'(10-20]\'","\'(10-20]\'","\'(50-60]\'","No","Bad","Above-7","L"
"F","Jordan","Jordan","MiddleSchool","G-08","A","History","S","Father","\'(30-40]\'","\'(10-20]\'","\'(20-30]\'","\'(60-70]\'","No","Bad","Above-7","L"
